"restaurant name",city,"average cost for two",cost_rnk
"Brahm Point Fast Food","New Delhi",150,8166
"Hans Fast Food Center","New Delhi",150,8167
"Paras Corner","New Delhi",150,8168
"Sardar A Pure Meat Shop","New Delhi",150,8169
"Bawa Snacks Corner","New Delhi",150,8170
Gopala,"New Delhi",150,8171
"Anupama Restaurant","New Delhi",150,8172
"Ram G Snacks & Food Corner","New Delhi",150,8173
Bruncheez,"New Delhi",150,8174
"Kings Kulfi","New Delhi",150,8175
"Shudh Vaishno Amritsari Naan","New Delhi",150,8176
"Aggarwal Sweet Centre","New Delhi",150,8177
"Dinesh Ka Mithila Dhaba","New Delhi",150,8178
"Janta Special Lassi Corner","New Delhi",150,8179
Momozone,"New Delhi",150,8180
"Roll Junction","New Delhi",150,8181
"Hot Spot Roll Corner","New Delhi",150,8182
RTW,"New Delhi",150,8183
"Hill Chillz 26","New Delhi",150,8184
"Chin China","New Delhi",150,8185
"Kanha Sweets","New Delhi",150,8186
"Kunal Dhaba","New Delhi",150,8187
"Rama Fast Food","New Delhi",150,8188
"The Cake Shop","New Delhi",150,8189
"Gupta Sweets & Namkeen","New Delhi",150,8190
"Fourteen Eleven Tea Cafe","New Delhi",150,8191
"Hussain - UP Ki Mashoor Biryani","New Delhi",150,8192
"Pandey Ji Restaurant","New Delhi",150,8193
"Laxmi Corner","New Delhi",150,8194
"Biryani Point","New Delhi",150,8195
"Vaishanavi Food Store","New Delhi",150,8196
"Bikaner Sweets Corner","New Delhi",150,8197
"Peshawar Sweets Shop","New Delhi",150,8198
"Jee Aao Jee Chole Bhature","New Delhi",150,8199
"Naturals Ice Cream","New Delhi",150,8200
"Malika Bakers Pastry Shop","New Delhi",150,8201
"Sardar A Pure Meat Shop","New Delhi",150,8202
G+,"New Delhi",150,8203
"Janta Canteen","New Delhi",150,8204
"Mohit Bakery","New Delhi",150,8205
"Malabar Dosa Hut","New Delhi",150,8206
"Shri Bala Ji","New Delhi",150,8207
"Kaka's Tiffin Service","New Delhi",150,8208
"Moni Bakers","New Delhi",150,8209
"Hot Pot","New Delhi",150,8210
"Koolees Milkshake Bar","New Delhi",150,8211
"Vadapav Junction","New Delhi",150,8212
"Anand Ji de Choley Bhatoore","New Delhi",150,8213
"Janta Eating House","New Delhi",150,8214
"Ramchander Bhalushahi Wale","New Delhi",150,8215
"Shahi Food Corner","New Delhi",150,8216
"Aggarwal Sweets","New Delhi",150,8217
Chaska,"New Delhi",150,8218
"Delhi Cafe Restaurant","New Delhi",150,8219
"Gareeb Dhaba","New Delhi",150,8220
"Laxmi Dairy","New Delhi",150,8221
"Prakash Sweets","New Delhi",150,8222
"Sardar A Pure Meat Shop","New Delhi",150,8223
"Rajesh Eating Corner","New Delhi",150,8224
"Bikaner Kesarvala","New Delhi",150,8225
"Kishan Dhaba","New Delhi",150,8226
"Pandit Ji Ka Dhaba","New Delhi",150,8227
"Bombay Bhelpuri","New Delhi",150,8228
"Sai Juice Point","New Delhi",150,8229
"Anand Sweets","New Delhi",150,8230
"Madan Da Dhaba","New Delhi",150,8231
"Sethi's The Cake Shop","New Delhi",150,8232
"Vaishno Bhojnalaya","New Delhi",150,8233
"Khera's Foodie Corner","New Delhi",150,8234
"Sharma Ji Spring Roll","New Delhi",150,8235
"Sushil Punjabi Vaishno Dhaba","New Delhi",150,8236
"Variety of Shawarmas","New Delhi",150,8237
"Bhappe Di Hatti","New Delhi",150,8238
"Bhatura King","New Delhi",150,8239
"Janki Vaishno Dhaba","New Delhi",150,8240
"Sagar Choley Bhatoorey","New Delhi",150,8241
"Sehyog Alpahar","New Delhi",150,8242
"Mithlesh Ande Wala","New Delhi",150,8243
"Ashoka's Ice Zone","New Delhi",150,8244
"Sethi Ice Cream Parlour","New Delhi",150,8245
"Grover Sweets & Bakers","New Delhi",150,8246
"Maharani Rasoi","New Delhi",150,8247
"Sargam Sweets","New Delhi",150,8248
"Bengal Sweet Palace","New Delhi",150,8249
"Bread'D Bites","New Delhi",150,8250
HotPlate,"New Delhi",150,8251
"Aggarwal Sweet Corner","New Delhi",150,8252
"Aggarwal Sweet & Bakers","New Delhi",150,8253
"Aggarwal Sweets","New Delhi",150,8254
"Anupam Eating Point","New Delhi",150,8255
"FM Biryani Point","New Delhi",150,8256
Foodiez,"New Delhi",150,8257
Meatwale.com,"New Delhi",150,8258
"New Aggarwal Sweets & Fast Food","New Delhi",150,8259
"Riyaz Biryani Corner","New Delhi",150,8260
"Shahi Muradabadi Chicken Biryani","New Delhi",150,8261
"Soni Food Court","New Delhi",150,8262
"Zaika Chicken Corner","New Delhi",150,8263
"Manohar Cakes & Bikaneri","New Delhi",150,8264
"Shyam Chaat Bhandar","New Delhi",150,8265
"Buta Singh Da Dhabba","New Delhi",150,8266
"Goyal Sweets","New Delhi",150,8267
"Momos Hi Momos","New Delhi",150,8268
"Meghraj Sweets","New Delhi",150,8269
"EDC Mania","New Delhi",150,8270
"Annapurna Sweets","New Delhi",150,8271
"EDC Mania","New Delhi",150,8272
"Bismillah Hotel","New Delhi",150,8273
"Goli Vada Pav No. 1",Noida,150,8274
"Kanha Bhog",Noida,150,8275
"Standard Sweets & Confectioners",Noida,150,8276
"Standard Sweets",Noida,150,8277
"Aggarwal Sweet Shop",Noida,150,8278
"Cake n Flower",Noida,150,8279
"Shree Balaji Shudh Vaishno Hotel",Noida,150,8280
"Divya Hotal",Noida,150,8281
"Bon Bon Pastry Shop",Noida,150,8282
"The Food Factory",Noida,150,8283
"M.P. Chole Tikki Wala",Noida,150,8284
Hungro,Noida,150,8285
"Shri Adarsh Kulfi",Noida,150,8286
"Simla Bakery",Noida,150,8287
"Antaryami Paratha Corner",Noida,150,8288
"Defence Bakery",Noida,150,8289
"Chandu Chat Bhandar",Noida,150,8290
"Cookie House",Noida,150,8291
"Paco Meals",Noida,150,8292
"Ghar Ka Khana",Noida,150,8293
"Chauhan Hotel",Noida,150,8294
"Om Bikaner Sweets",Noida,150,8295
"Snacks Point",Noida,150,8296
"Food Hut",Noida,150,8297
"Aggarwal Sweets India",Noida,150,8298
"Sanjay Pandit Bhojnalaya",Noida,150,8299
"Shree Ganesh M Cafe",Noida,150,8300
"Brown Town",Noida,150,8301
"Brown Town",Noida,150,8302
"Cup and Cones",Noida,150,8303
"Mood 4 Food",Noida,150,8304
"Om Sweets Caterers & Bakery",Noida,150,8305
"Spicy Affair",Noida,150,8306
"Jack Po!tato's",Noida,150,8307
"Chocolate Fountain",Noida,150,8308
McDonald's,Noida,150,8309
"Auroville Bakery",Puducherry,150,8310
"Gelateria Montecatini Terme",Puducherry,150,8311
"Kashi Chat Bhandar",Varanasi,150,8312
"7st by Mumbai Spices",Doha,150,8313
"The Manhattan FISH MARKET",Doha,150,8314
"Truth Coffee","Cape Town",150,8315
Cafemiz,Ankara,150,8316
"Villa Tevere",Bras?lia,150,8317
"Outback Steakhouse",Bras?lia,150,8318
"D.O.C Ristorante","Rio de Janeiro",150,8319
Paribar,"S粒o Paulo",150,8320
"Pizza Di Rocco","Abu Dhabi",150,8321
"Barbeque Nation",Dubai,150,8322
SpiceKlub,Dubai,150,8323
"Grand Barbeque Buffet Restaurant",Dubai,150,8324
"Paper Fig",Sharjah,150,8325
"Brijwasi Chat Bhandar",Amritsar,150,8326
"Kanha Sweets",Amritsar,150,8327
"Punjab Restaurant",Faridabad,150,8328
"Raju Dhaba",Faridabad,150,8329
"Sagar Bakery",Faridabad,150,8330
"Juice On Go",Faridabad,150,8331
"Sethi's Delicacy",Faridabad,150,8332
"Bikaner Misthan Bhandar",Faridabad,150,8333
"Kay's Bake Land",Faridabad,150,8334
"Sardar A Pure Meat Shop",Faridabad,150,8335
"Shree Bikaner Misthan Bhandar",Faridabad,150,8336
"Twin Brothers",Faridabad,150,8337
"Chaudhary Ke Mashhoor Paranthe",Ghaziabad,150,8338
"Thakur Bakers",Ghaziabad,150,8339
"Drinks Come True",Gurgaon,150,8340
"Goli Vada Pav No. 1",Gurgaon,150,8341
"Mogli's Coffee",Gurgaon,150,8342
"Jagdish Vaishno Dhaba",Gurgaon,150,8343
"Rupa Tikki Wala And Caterers",Gurgaon,150,8344
"Samrat The Cake Shoppe",Gurgaon,150,8345
"Metro Dhaba",Gurgaon,150,8346
"Gautam Bakery",Gurgaon,150,8347
"Mamta Tiffin Service",Gurgaon,150,8348
"Shristi Happy Eats",Gurgaon,150,8349
"Assam Tea Corner",Gurgaon,150,8350
"Konetto Pizza",Gurgaon,150,8351
"Luncheon Box",Gurgaon,150,8352
"Radha Swami Shudh Vaishno Dhaba",Gurgaon,150,8353
"Raju Vaishno Amritsari Dhaba",Gurgaon,150,8354
Fruitpro,Gurgaon,150,8355
"Konetto Pizza",Gurgaon,150,8356
"Goli Vada Pav No. 1",Gurgaon,150,8357
"Yomo-Your Only Momo Outlet",Gurgaon,150,8358
"Alwar Sweets & Namkeen",Gurgaon,150,8359
"Shakes Cakes 'n' More",Gurgaon,150,8360
"Yomo-Your Only Momo Outlet",Gurgaon,150,8361
"Apni Rasoi",Gurgaon,150,8362
"Kings Kulfi",Gurgaon,150,8363
"Ravi Fast Food",Gurgaon,150,8364
"Shivalik Tiffin Corner",Gurgaon,150,8365
"Kishu Di Hatti Sweets",Gurgaon,150,8366
"Gulshan Dhaba",Gurgaon,150,8367
"Shri Ram Bhojnalaya",Gurgaon,150,8368
"Mummy's Kitchen",Gurgaon,150,8369
"XLNC Bakers",Gurgaon,150,8370
"Adventure Food",Gurgaon,150,8371
Noore-e-Seva,Gurgaon,150,8372
"The Pastry Hut",Gurgaon,150,8373
"Goli Vada Pav No. 1",Gurgaon,150,8374
"Chaudhary Burfi Wala",Gurgaon,150,8375
"Chai Tapri",Nashik,150,8376
"Chhotu Mashhoor Kathi Roll","New Delhi",150,8377
"Pant  Ice Cream Parlour","New Delhi",150,8378
"Bobby Tikki Wala","New Delhi",150,8379
"Madaan Confectionery","New Delhi",150,8380
"Sardar A Pure Meat Shop","New Delhi",150,8381
"Matthi Wala","New Delhi",150,8382
"South Indian Food","New Delhi",150,8383
"Breakfast Corner","New Delhi",150,8384
"Al Haj Bakery","New Delhi",150,8385
"Babu Ram Paranthe Wale","New Delhi",150,8386
"Pt. Babu Ram Devi Dayal Paranthe Wale","New Delhi",150,8387
"Rabri Bhandar","New Delhi",150,8388
Rambhoj,"New Delhi",150,8389
"Bishan Swaroop Chaat Bhandar","New Delhi",150,8390
"Gole Hatti","New Delhi",150,8391
"Khan Omelette Corner","New Delhi",150,8392
"Pt. Gaya Prasad Shiv Charan Paranthe Wale","New Delhi",150,8393
"Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale","New Delhi",150,8394
"Giani's di Hatti","New Delhi",150,8395
Sudarshan,"New Delhi",150,8396
"Jain Coffee House","New Delhi",150,8397
"Shyam Sweets","New Delhi",150,8398
"Kolkata Hot Kathi Roll","New Delhi",150,8399
"Yummi Kolkataa","New Delhi",150,8400
"Annapurna Sweet House","New Delhi",150,8401
"Lokenath Sweets","New Delhi",150,8402
"New Darvesh","New Delhi",150,8403
"Hind Bakery & Chinese Fast Food","New Delhi",150,8404
"Hot Pot","New Delhi",150,8405
"Wimpy Sweets And Confectioners","New Delhi",150,8406
"Bon Bon Pastry Shop","New Delhi",150,8407
"Naturals Ice Cream","New Delhi",150,8408
"Kallu Nihari","New Delhi",150,8409
"Mehta Restaurant","New Delhi",150,8410
"Kaushal Dhaba","New Delhi",150,8411
"Kumar Sweet House","New Delhi",150,8412
"Negi Restaurant","New Delhi",150,8413
"Food Hub","New Delhi",150,8414
"Maddi Sweet Centre","New Delhi",150,8415
"Gulati Food Corner","New Delhi",150,8416
"Kolkatta Kathi Roll","New Delhi",150,8417
"Khushboo Vaishno Dhaba","New Delhi",150,8418
"Laxmi Ice Cream","New Delhi",150,8419
"Aggarwal Sweet Corner","New Delhi",150,8420
"Kings Kulfi","New Delhi",150,8421
"Govinda's Confectionery","New Delhi",150,8422
"Aggarwal Eating Point","New Delhi",150,8423
"Jagram Dhaba","New Delhi",150,8424
"Johny's Vada Pav","New Delhi",150,8425
"China Town","New Delhi",150,8426
"Sardar A Pure Meat Shop","New Delhi",150,8427
"Vaishnu Bhojanalaya","New Delhi",150,8428
"Delhi Chaat Bhandar","New Delhi",150,8429
"Ganesh Anna South Indian Food Corner","New Delhi",150,8430
"Mama Dhaba","New Delhi",150,8431
"Sharda Pastry Shop","New Delhi",150,8432
"Natural Ice Cream","New Delhi",150,8433
Jaisons,"New Delhi",150,8434
"Madras Cafe","New Delhi",150,8435
"Bhatia Sweets","New Delhi",150,8436
"Nice Food Corner","New Delhi",150,8437
"Bombay Vada Pav","New Delhi",150,8438
"Kings Kulfi","New Delhi",150,8439
"Phelwan Biryani Wala","New Delhi",150,8440
"Aggarwal Sweet India","New Delhi",150,8441
"Janta Bakery","New Delhi",150,8442
"Prince Chaat Corner","New Delhi",150,8443
"Bhogal Chole Bhature Wala","New Delhi",150,8444
"Pappu Chat Bhandar","New Delhi",150,8445
"Jack Po!tato's","New Delhi",150,8446
"Natural Ice Cream","New Delhi",150,8447
"Shree Ram Sweet Centre","New Delhi",150,8448
"Kerala Cafe","New Delhi",150,8449
"Bikaner Namkeen Bhandar","New Delhi",150,8450
"Chhole Bhature Corner","New Delhi",150,8451
"Food Master's Galley","New Delhi",150,8452
"Aggarwal's Sweets","New Delhi",150,8453
"New Radhe Radhe Snacks Corner","New Delhi",150,8454
"Radhe Shyam","New Delhi",150,8455
"Just Vada Pav","New Delhi",150,8456
"Mini Shop","New Delhi",150,8457
Bistro,"New Delhi",150,8458
"Shri Bankey Bihari Brajwasi Rasgulle Wala","New Delhi",150,8459
"Vaishno Chat Bhandar","New Delhi",150,8460
"M J Dosa Corner","New Delhi",150,8461
"Raj Sweets","New Delhi",150,8462
"Ravi Raj Di Kulfi","New Delhi",150,8463
"Red Chili Potato","New Delhi",150,8464
"Prabhu Chaat Bhandar","New Delhi",150,8465
"Chaap Point","New Delhi",150,8466
"Jeet Chaat Bhandar","New Delhi",150,8467
"Brunch Point","New Delhi",150,8468
"Chaudhary Di Hatti","New Delhi",150,8469
"F 2 Pastry Shop","New Delhi",150,8470
"Chai Garam","New Delhi",150,8471
Flavourz,"New Delhi",150,8472
"Gian Ji Punjabi Dhaba","New Delhi",150,8473
"Punjab Sweets","New Delhi",150,8474
"Baba Nagpal Corner","New Delhi",150,8475
"Chauhan Laxmi Sweets","New Delhi",150,8476
Gopal's,"New Delhi",150,8477
"Vijay Dhaba","New Delhi",150,8478
"Aakash Sweets & Caterers","New Delhi",150,8479
"Apna Dhaba","New Delhi",150,8480
"Dhaba Cash 'n' Carry Kitchen Chur Chur Naan","New Delhi",150,8481
"Just Vada Pav","New Delhi",150,8482
"New Sharma Chicken Corner","New Delhi",150,8483
"Sunil Punjabi Dhaba","New Delhi",150,8484
"Yadav Sweets","New Delhi",150,8485
"Pesqueiro Eco Gourmet","Rio de Janeiro",140,8486
"The Coffee Club",Dubai,140,8487
"Grub Shack",Dubai,130,8488
"Peking Chinese Restaurant",Sharjah,130,8489
"Draft Gastro Pub",防stanbul,130,8490
"My Sugar","Cape Town",125,8491
"Sardar Ji","New Delhi",120,8492
"Choice Corner","New Delhi",120,8493
"Dolce Gelato","New Delhi",120,8494
Baduzzi,Auckland,120,8495
Purnell's,Birmingham,120,8496
Hakkasan,London,120,8497
"A괃괃k Kahve",防stanbul,120,8498
"Garota de Ipanema","Rio de Janeiro",120,8499
"Talho Capixaba","Rio de Janeiro",120,8500
"Les 3 Brasseurs","S粒o Paulo",120,8501
"Kawa Sushi","S粒o Paulo",120,8502
Meats,"S粒o Paulo",120,8503
"Sainte Marie Gastronomia","S粒o Paulo",120,8504
"Pier 70",Paynesville,120,8505
Gazebo,"Abu Dhabi",120,8506
Gazebo,Sharjah,120,8507
Breakfast@60,Gurgaon,120,8508
Zaroob,Sharjah,110,8509
"Crafted Blends",Sharjah,110,8510
"Charley Noble Eatery & Bar","Wellington City",110,8511
Ponderosa,Doha,110,8512
"The Creamery","Cape Town",110,8513
Floriditas,"Wellington City",105,8514
"Ceviz A範ac旁",防stanbul,105,8515
"Moti Sweets","New Delhi",100,8516
"Snacks Point","New Delhi",100,8517
"Evergreen Sweets Corner","New Delhi",100,8518
"Mr. Baker's","New Delhi",100,8519
"Tip Top Eating Corner","New Delhi",100,8520
"Agarwal Bikaneri Sweets","New Delhi",100,8521
"Bikaner Sweets","New Delhi",100,8522
"New Aggarwal Sweet Corner","New Delhi",100,8523
Annapurna,"New Delhi",100,8524
"Lotus Kitchen","New Delhi",100,8525
"Chacha Di Hatti","New Delhi",100,8526
"C L Corner","New Delhi",100,8527
"Street Chaat Chatoron Ka Adda","New Delhi",100,8528
"Tirath Sweets","New Delhi",100,8529
"Bhikaram Bhujawala","New Delhi",100,8530
"Milan Chole Bhature","New Delhi",100,8531
"Shivam Corner","New Delhi",100,8532
"Bawarchi's Canteen","New Delhi",100,8533
"Bikaner Restaurant","New Delhi",100,8534
"Bikaner Sweets Chaat cafe","New Delhi",100,8535
"Food Campus","New Delhi",100,8536
"Fresh Fast Food","New Delhi",100,8537
"Haryana Bhojnalaya","New Delhi",100,8538
"Maa Vaishno Dinesh Dhaba","New Delhi",100,8539
"Om Shanti Foods","New Delhi",100,8540
"Punjabi Paratha Station","New Delhi",100,8541
Rollacious,"New Delhi",100,8542
"Spl. Flavour Sodas & Fruit shakes","New Delhi",100,8543
"Taste Zone","New Delhi",100,8544
"Aggarwal Sweets","New Delhi",100,8545
"Al Meraj Chicken Shop","New Delhi",100,8546
"King Of Roll","New Delhi",100,8547
"Kirti Food Plaza","New Delhi",100,8548
"S.R. Bakers","New Delhi",100,8549
"The Cake Basket","New Delhi",100,8550
"Aggarwal Bikaner Sweets","New Delhi",100,8551
"Bajrang Misthan Bhawan","New Delhi",100,8552
"Lamba Sweets Corner","New Delhi",100,8553
"Sharma Sweets","New Delhi",100,8554
"Shiv Shakti Dhaba","New Delhi",100,8555
"Aggarwal Sweets Corner","New Delhi",100,8556
"Anand Sweets","New Delhi",100,8557
"Annapurna Sweets Palace","New Delhi",100,8558
"Bansiwala Sweets & Caterers","New Delhi",100,8559
"Bhardwaj Bakery","New Delhi",100,8560
"Dabas Ke Special Chole Bhature","New Delhi",100,8561
"Deep Bakery And Cake","New Delhi",100,8562
"Dilkhush Dhaba","New Delhi",100,8563
"Do Bhai Paneer Wale And Sweets","New Delhi",100,8564
"Jyoti Sweets","New Delhi",100,8565
"Krishna Panjabi Rasoi","New Delhi",100,8566
"TCW Chaat Point","New Delhi",100,8567
"Paratha Hi Paratha","New Delhi",100,8568
"Aggarwal Bikaneri Sweets","New Delhi",100,8569
"Laxmi Dhaba","New Delhi",100,8570
"Milko Sweets Corner","New Delhi",100,8571
"Shree Bhojnalaya","New Delhi",100,8572
"Shree Laxmi Dhaba","New Delhi",100,8573
"Cafe Point","New Delhi",100,8574
"Mx Corn","New Delhi",100,8575
"Shri Bankey Bihari Samosa Wala","New Delhi",100,8576
Cafexpress,"New Delhi",100,8577
"Mauja Hi Mauja","New Delhi",100,8578
"Sita Ram Diwan Chand","New Delhi",100,8579
"Radhika Sweets","New Delhi",100,8580
"Sumit Sweets","New Delhi",100,8581
"Aggarwal Bikaner Wala","New Delhi",100,8582
"Aggarwal Sweet India","New Delhi",100,8583
"Anupama Snacks and Sweets Corner","New Delhi",100,8584
"Bikaner Sweet Corner","New Delhi",100,8585
"Foji Bhai Hotel","New Delhi",100,8586
"ITO Ke Mashoor Chole Bhature","New Delhi",100,8587
"Munna Bakery","New Delhi",100,8588
"Nand Bhai Chholey Bhature","New Delhi",100,8589
"Pritam Tiffin Service","New Delhi",100,8590
"Rastogi Sweets & Caterers","New Delhi",100,8591
"Yadav Chaat Bhandar","New Delhi",100,8592
"Grover Mithaivala","New Delhi",100,8593
"Amritsari Kulcha","New Delhi",100,8594
"VadaPav 'n' Frankie","New Delhi",100,8595
"Bansal Sweets","New Delhi",100,8596
"Om Corner","New Delhi",100,8597
"Tilak Munjal-R Panchkuian Samose Wale","New Delhi",100,8598
"Cake Walk","New Delhi",100,8599
"Just Vada Pav","New Delhi",100,8600
"Ravi Ke Parathe","New Delhi",100,8601
"Welcome Fast Food & Parantha","New Delhi",100,8602
"Anupam Sweets","New Delhi",100,8603
"Alam Biryani","New Delhi",100,8604
"Kaka Da Dhaba","New Delhi",100,8605
"Darshan Dhaba","New Delhi",100,8606
"Kolkata Kathi Roll","New Delhi",100,8607
"Standard Corner","New Delhi",100,8608
"Bharat Sweets","New Delhi",100,8609
"Indo Traditional Kulfi","New Delhi",100,8610
"Atul Chaat Corner","New Delhi",100,8611
"Aggarwal Sweet Centre","New Delhi",100,8612
"Bikaner Choice","New Delhi",100,8613
"PVR Bhojanalay","New Delhi",100,8614
"Shree Balaji Bhojnalaya","New Delhi",100,8615
"Star Restaurant","New Delhi",100,8616
"Kumaon Dhaba & Service","New Delhi",100,8617
"PSR Foods","New Delhi",100,8618
"Bikaner Sweets","New Delhi",100,8619
"Bikaner Sweets","New Delhi",100,8620
"Om Aggarwal Sweets","New Delhi",100,8621
"Durga Sweets Corner","New Delhi",100,8622
"Khandani Pakodewala","New Delhi",100,8623
"Mom Hand Momos","New Delhi",100,8624
Kev's,"New Delhi",100,8625
"Aggarwal Sweet India","New Delhi",100,8626
Annapoorna,"New Delhi",100,8627
"Chanana Ice Cream Parlour","New Delhi",100,8628
Empire,"New Delhi",100,8629
"Ram Singh Chaat Bhandaar","New Delhi",100,8630
"Aggarwal Petha Store and Bakers","New Delhi",100,8631
"Aggarwal Sweet Fresh","New Delhi",100,8632
"Bikaner Sweets","New Delhi",100,8633
"Fantasy Pastry Shop","New Delhi",100,8634
"Jony Sweets","New Delhi",100,8635
"Bangla Sweets & Pastry Shop","New Delhi",100,8636
"Standard Ice Cream","New Delhi",100,8637
"Shalimar Food","New Delhi",100,8638
"Burger Lust","New Delhi",100,8639
"Charan Singh Kulfi & Kala Khatta","New Delhi",100,8640
"Aggarwal Sweet & Pastry","New Delhi",100,8641
"Aggarwal Sweet Corner","New Delhi",100,8642
"Kedgy Bite","New Delhi",100,8643
"Lajwab Pastry Palace","New Delhi",100,8644
"Madan Sweets & Bakers","New Delhi",100,8645
"Radha Swami Chaat Bhandar","New Delhi",100,8646
"Rajender Di Punjabi Rasoi","New Delhi",100,8647
"Ram Ji Snacks & Food Corner","New Delhi",100,8648
"Raj Bakers And Confectioners","New Delhi",100,8649
"Indian Chinese Fast Food","New Delhi",100,8650
"Aggarwal Sweet Center","New Delhi",100,8651
"New Raj Kachori Bhandar","New Delhi",100,8652
"Bikaner Sweets & Pastry Corner","New Delhi",100,8653
"T-2 Di Hatti","New Delhi",100,8654
"Brijwasi Sweet and Namkeen","New Delhi",100,8655
"Aggarwal Sweets","New Delhi",100,8656
"Gabbar Chowmein","New Delhi",100,8657
"Lajwab Bakery","New Delhi",100,8658
"Arora Pastry Palace","New Delhi",100,8659
"Kamal Chat Bhandar","New Delhi",100,8660
"The Darjiling Delicious Chinese Food","New Delhi",100,8661
"Taj Sweets","New Delhi",100,8662
"Aggarwal Sweets","New Delhi",100,8663
"Annapoorna Bhojanalya","New Delhi",100,8664
"Cafe Mom","New Delhi",100,8665
"Goli Vada Pav No. 1","New Delhi",100,8666
"Special Chicken Biryani","New Delhi",100,8667
"The Royal Prestige","New Delhi",100,8668
"Two Friends Roll Corner","New Delhi",100,8669
"Deep Bakers","New Delhi",100,8670
"Goli Vada Pav No. 1","New Delhi",100,8671
"Grover Sweets","New Delhi",100,8672
"Shree Ram Sweets & Bakers","New Delhi",100,8673
"Sindhi Kulfi Wala","New Delhi",100,8674
"Your's Chole Bhature","New Delhi",100,8675
"Bansal Mithai Wale","New Delhi",100,8676
"New Bhappe Di Hatti","New Delhi",100,8677
"Sidhi Cafe","New Delhi",100,8678
"Kolkata Roll Point",Noida,100,8679
"Evergreen Food Point",Noida,100,8680
"Vadilal Ice Cream Parlour",Noida,100,8681
"Mx Corn",Noida,100,8682
"My Corn",Noida,100,8683
"Golden Chaat",Noida,100,8684
"Mother's Kitchen",Noida,100,8685
"Mittal Bikaneri Sweets",Noida,100,8686
"Aggarwal Kachori Wale",Noida,100,8687
"Madras Coffee House",Noida,100,8688
"Chandni Chowk Ke Mashhoor Paranthe",Noida,100,8689
"Shiparma Shri",Noida,100,8690
"Hari Sweets",Noida,100,8691
"Yamu's Panchayat",Noida,100,8692
"Heaven's Point",Noida,100,8693
"Cafe Buddy's",Noida,100,8694
"Zaika Tiffin Center",Noida,100,8695
"Goyal Chhole Kulche Wala",Noida,100,8696
"Momos Box",Noida,100,8697
"Sharma Hotel",Noida,100,8698
"Shri G",Noida,100,8699
"Aggarwal Bikaneri Sweets & Restaurant",Noida,100,8700
"Al-Aayat Mughlai Biryani",Noida,100,8701
Chaiwaalas,Noida,100,8702
"Brijwasi Sweets",Noida,100,8703
"Cafe Hot Pot",Noida,100,8704
"N E Great Foods",Noida,100,8705
"Zaika Kathi Rolls",Noida,100,8706
"Adarsh Kulfi",Noida,100,8707
"Adarsh Kulfi",Noida,100,8708
"De Fontein Belgian Beer Cafe",Auckland,100,8709
Dragonfly,"Wellington City",100,8710
"The Witchery & The Secret Garden",Edinburgh,100,8711
"sketch Gallery",London,100,8712
Nobu,London,100,8713
Aalishan,Doha,100,8714
"Masaba괃旁 Kebap?旁s旁",Ankara,100,8715
"Me괃hur Tavac旁 Recep Usta",Ankara,100,8716
Masaba괃旁,Ankara,100,8717
Rovereto,Bras?lia,100,8718
"Taco Pep",Bras?lia,100,8719
Tayp暲,Bras?lia,100,8720
"Confeitaria Colombo","Rio de Janeiro",100,8721
"Braseiro da G暲vea","Rio de Janeiro",100,8722
Jiquitaia,"S粒o Paulo",100,8723
"Esquina Mocot?","S粒o Paulo",100,8724
"Texas de Brazil",Orlando,100,8725
"Fratini La Trattoria",Singapore,100,8726
Salt,"Abu Dhabi",100,8727
"Hot Palayok","Abu Dhabi",100,8728
"Via Delhi","Abu Dhabi",100,8729
SALT,Dubai,100,8730
"Nayaab Haandi",Sharjah,100,8731
"Ahuja Milk Bhandar",Amritsar,100,8732
"Gurdas Ram Jalebi Wala",Amritsar,100,8733
"Rakheja Bakery",Faridabad,100,8734
"Aggarwal Sweet Corner",Faridabad,100,8735
"Kashyap Vaishno Dhaba",Faridabad,100,8736
"Bangali Sweets & Restaurant",Faridabad,100,8737
"Mittal Fast Food",Faridabad,100,8738
"Sohan Sweets & Namkeen",Faridabad,100,8739
"Kulcha Paaji",Faridabad,100,8740
"Purani Dilli Da Swad",Faridabad,100,8741
"Lalit Kathi Rolls Momos",Faridabad,100,8742
"The Black Kettle",Faridabad,100,8743
"Kay's Food Land",Faridabad,100,8744
"Aggarwal Sweets And Caterers",Faridabad,100,8745
"Shri Bikaner Misthan Bhandar",Faridabad,100,8746
"Aggarwal's Bikaner Mishthan Bhandar",Faridabad,100,8747
"Chatny Delight",Faridabad,100,8748
"Kulcha King",Faridabad,100,8749
"Shiv Saras Vyanjan",Faridabad,100,8750
"Aggarwal Sweets Centre",Faridabad,100,8751
"Bikaner Sweets & Bakers",Faridabad,100,8752
"Shankar Sweets",Faridabad,100,8753
"Mx Corn",Ghaziabad,100,8754
"Mx Corn",Gurgaon,100,8755
"Gopi Sweets & Caters",Gurgaon,100,8756
"Shree Bikaner Misthan Bhandar",Gurgaon,100,8757
"French Omelette",Gurgaon,100,8758
"Mangle Di Kulfi",Gurgaon,100,8759
"Bansiwala Sweets",Gurgaon,100,8760
"Modern Sweets",Gurgaon,100,8761
"Kehar Sweets And Snacks",Gurgaon,100,8762
Droolfi,Gurgaon,100,8763
"Bala Ji Sweets Corner",Gurgaon,100,8764
