"restaurant name",city,"average cost for two",cost_rnk
"Out Of The Box","New Delhi",1550,583
"Cube - Tasting Kitchen","Inner City",1540,584
"Plumber - The Lounge","New Delhi",1500,585
"Soi Thai","New Delhi",1500,586
Suribachi,"New Delhi",1500,587
Swagath,"New Delhi",1500,588
"Chicken Inn","New Delhi",1500,589
Gulati,"New Delhi",1500,590
Havemore,"New Delhi",1500,591
"Ghungroo Club & Bar - By Gautam Gambhir","New Delhi",1500,592
"The Bunk House","New Delhi",1500,593
"Qubitos - The Terrace Cafe","New Delhi",1500,594
"Jungle Jamboree","New Delhi",1500,595
"Wok In The Clouds","New Delhi",1500,596
"Caf刺 Foreground","New Delhi",1500,597
"Pirates of Grill","New Delhi",1500,598
"Budapest Kitchen & Bar","New Delhi",1500,599
"The Junkyard Cafe","New Delhi",1500,600
Ziu,"New Delhi",1500,601
"2 Bandits Lounge & Bar","New Delhi",1500,602
"Elma's at Good Earth","New Delhi",1500,603
"Moti Mahal Delux- Legendary Culinary","New Delhi",1500,604
"The Tea Lounge - Taj Palace Hotel","New Delhi",1500,605
"The Yellow Chilli","New Delhi",1500,606
"The Golden Dragon","New Delhi",1500,607
Nanking,"New Delhi",1500,608
"Go Kylin","New Delhi",1500,609
"The Golden Dragon","New Delhi",1500,610
"United Coffee House Rewind",Noida,1500,611
"Big Wong XL",Noida,1500,612
"Cafe Delhi Heights",Noida,1500,613
"Chili's Grill & Bar",Noida,1500,614
"Made In Punjab",Noida,1500,615
"Earthen Oven - Fortune Inn Grazia",Noida,1500,616
Samarkand,Noida,1500,617
"Cooks Cafe - Jaypee Greens",Noida,1500,618
"Lawn Bistro",Noida,1500,619
Cheenos,Noida,1500,620
Swagath,Noida,1500,621
"The Tandoori Village",Noida,1500,622
"Dev's Restaurant & Bar",Noida,1500,623
"Old Tehrii Cafe & Lounge",Noida,1500,624
"Mandarin Trail",Noida,1500,625
"Pukhtaan-The Royal Taste of India",Patna,1500,626
"Bay of Buddha -  The Promenade",Puducherry,1500,627
"Blueline - The Promenade",Puducherry,1500,628
"Villa Shanti",Puducherry,1500,629
"Le Dupleix",Puducherry,1500,630
"The Urban Foundry",Pune,1500,631
"Farzi Cafe",Pune,1500,632
"The Sassy Spoon",Pune,1500,633
"Blue Water",Pune,1500,634
"Aroma - The Royal Retreat",Ranchi,1500,635
"The Sizzling Salsa",Surat,1500,636
"Global Local",Surat,1500,637
"Barbeque Nation",Vadodara,1500,638
"That Place",Vadodara,1500,639
"Vista - The Park",Vizag,1500,640
"Malay Restaurant",Colombo,1500,641
Ooma,"Mandaluyong City",1500,642
"Sambo Kojin","Mandaluyong City",1500,643
"Wildflour Cafe + Bakery","Taguig City",1500,644
"Bon Barbecue",Agra,1500,645
"Bombay Brasserie",Bangalore,1500,646
"Koramangala Social",Bangalore,1500,647
"Farzi Cafe",Bangalore,1500,648
"Mainland China",Bhubaneshwar,1500,649
"Kaidi Kitchen",Chennai,1500,650
"Basil With A Twist",Chennai,1500,651
"On The Go",Coimbatore,1500,652
"The Great Indian Pub",Dehradun,1500,653
TcozY,Faridabad,1500,654
"The Retriever",Faridabad,1500,655
Silver,Faridabad,1500,656
"Oxy Lounge",Faridabad,1500,657
Cinch,Ghaziabad,1500,658
Curlies,Goa,1500,659
"LPK Waterfront",Goa,1500,660
"The Black Sheep Bistro",Goa,1500,661
"Club Tokyo - Best Western Skycity Hotel",Gurgaon,1500,662
"Mosaic - Country Inn & Suites",Gurgaon,1500,663
"Big Wong XL",Gurgaon,1500,664
"Culture Cafe",Gurgaon,1500,665
"Burma Burma",Gurgaon,1500,666
Italiano,Gurgaon,1500,667
"Cyber Hub Social",Gurgaon,1500,668
"Made In Punjab",Gurgaon,1500,669
"The Grill Mill",Gurgaon,1500,670
Nooba,Gurgaon,1500,671
Italiano,Gurgaon,1500,672
"Asian Haus",Gurgaon,1500,673
"Di Miso",Gurgaon,1500,674
"Go Kylin",Gurgaon,1500,675
Nooba,Gurgaon,1500,676
"Gardenia - Hotel Grenville",Gurgaon,1500,677
"Gallery Caf刺 - Hyatt Place",Gurgaon,1500,678
"The Atrium - By Jukaso It Suites",Gurgaon,1500,679
Uforia,Gurgaon,1500,680
"Vapour Pub & Brewery",Gurgaon,1500,681
Phantom,Gurgaon,1500,682
"FOA - The Flavours of Arabia",Gurgaon,1500,683
"Shophouse by Kylin",Gurgaon,1500,684
"Cafe 55 - Park Inn",Gurgaon,1500,685
"Cafe Rouge - Ramada",Gurgaon,1500,686
"Spices & Sauces",Gurgaon,1500,687
Matchbox,Gurgaon,1500,688
Prankster,Gurgaon,1500,689
"Chin Chin",Gurgaon,1500,690
"Gola Sizzlers",Gurgaon,1500,691
"Jungle Jamboree",Gurgaon,1500,692
"My Bar Headquarters By Dockyard",Gurgaon,1500,693
"Punjabi by Nature",Gurgaon,1500,694
Swagath,Gurgaon,1500,695
Djinggs,Gurgaon,1500,696
"Molecule Air Bar",Gurgaon,1500,697
"The Golden Dragon",Gurgaon,1500,698
"Mughal Dine-Esty",Gurgaon,1500,699
"Clove - The Galgotias",Gurgaon,1500,700
"Barbeque Nation",Guwahati,1500,701
Exotica,Hyderabad,1500,702
"AB's - Absolute Barbecues",Hyderabad,1500,703
"The Fisherman's Wharf",Hyderabad,1500,704
"AB's - Absolute Barbecues",Hyderabad,1500,705
"Square - Sayaji Hotel",Indore,1500,706
"10 Downing Street",Indore,1500,707
"Meraaki Kitchen",Jaipur,1500,708
Replay,Jaipur,1500,709
"Royal Dine - Hotel Royal Cliff",Kanpur,1500,710
"Chin Mi",Kanpur,1500,711
Dhuaan,Kanpur,1500,712
Verandah,Kanpur,1500,713
"Barbeque Nation",Kochi,1500,714
"Flame & Grill",Kolkata,1500,715
"Ocean Grill",Kolkata,1500,716
"Hawai Adda",Ludhiana,1500,717
"Bistro Flamme Bois",Ludhiana,1500,718
"The BrewMaster - The Mix Fine Dine",Ludhiana,1500,719
"Kabab Studio",Mangalore,1500,720
"145 Kala Ghoda",Mumbai,1500,721
"Farzi Cafe",Mumbai,1500,722
SpiceKlub,Mumbai,1500,723
"The English Department Bar & Diner",Mumbai,1500,724
"Mirchi And Mime",Mumbai,1500,725
"The Barge Restaurant",Mysore,1500,726
"Barbeque Nation",Nashik,1500,727
"Days of the Raj","New Delhi",1500,728
Waves,"New Delhi",1500,729
"Rustom's Parsi Bhonu","New Delhi",1500,730
"Selfie Lounge Restro & Bar","New Delhi",1500,731
"Peninsular Kitchen","New Delhi",1500,732
"Juniper Bar - Andaz Delhi","New Delhi",1500,733
Taksim,"New Delhi",1500,734
Kofuku,"New Delhi",1500,735
"Red - Bellagio","New Delhi",1500,736
"Alpha 63","New Delhi",1500,737
"Coffee Shop - Centaur Hotel","New Delhi",1500,738
Cuisine,"New Delhi",1500,739
"Boa Village","New Delhi",1500,740
"MOB Brewpub","New Delhi",1500,741
"Cafe Dalal Street","New Delhi",1500,742
"Life Caffe","New Delhi",1500,743
"The Flying Saucer Cafe","New Delhi",1500,744
"The Junkyard Cafe","New Delhi",1500,745
"Warehouse Cafe","New Delhi",1500,746
Zen,"New Delhi",1500,747
"The Darzi Bar & Kitchen","New Delhi",1500,748
"The G.T. Road","New Delhi",1500,749
"{Niche} - Cafe & Bar","New Delhi",1500,750
"28 Capri Italy","New Delhi",1500,751
"Moets Curry Leaf","New Delhi",1500,752
Swagath,"New Delhi",1500,753
"Desi Vibes","New Delhi",1500,754
Cha-Shi,"New Delhi",1500,755
"Big Chill","New Delhi",1500,756
"Flaming Wok","New Delhi",1500,757
"Asian Haus","New Delhi",1500,758
Dimcha,"New Delhi",1500,759
"Essex Village Garden","New Delhi",1500,760
Elation,"New Delhi",1500,761
Swagath,"New Delhi",1500,762
"Red Chilli","New Delhi",1500,763
Tamura,"New Delhi",1500,764
"The Hub -  ibis New Delhi","New Delhi",1500,765
"Ambrosia - The Golden Palms Hotel","New Delhi",1500,766
Tamura,"New Delhi",1500,767
"Big Chill","New Delhi",1500,768
"Uncultured Cafe & Bar","New Delhi",1500,769
Utopia,"New Delhi",1500,770
"Big Chill","New Delhi",1500,771
"Big Chill","New Delhi",1500,772
"Chez Jerome - Q Cafe","New Delhi",1500,773
Chinois,"New Delhi",1500,774
"Game of Legends - Sports Bar, Grill, & Lounge","New Delhi",1450,775
"MoMo Caf刺 - Courtyard By Marriott",Ahmedabad,1400,776
"The Black Pearl",Bangalore,1400,777
"AB's - Absolute Barbecues",Bangalore,1400,778
Hoot,Bangalore,1400,779
"Mamma Mia - Mayfair Lagoon",Bhubaneshwar,1400,780
Chili's,Chandigarh,1400,781
Mocha,Chandigarh,1400,782
"Coal Barbecues",Chennai,1400,783
"That's Y Food",Coimbatore,1400,784
"Barbeque Nation",Coimbatore,1400,785
"On The Rocks - The  Atrium",Faridabad,1400,786
"Britto's Bar & Restaurant",Goa,1400,787
Zambar,Gurgaon,1400,788
"BBQ Factory",Gurgaon,1400,789
"Rred Hot Asian Bistro",Gurgaon,1400,790
Smaaash,Gurgaon,1400,791
"Cafe Amaretto",Gurgaon,1400,792
"The Bridge - Hotel Clark Inn Gurgaon",Gurgaon,1400,793
"Illusion The Lounge Bar - Hotel Clark Inn Gurgaon",Gurgaon,1400,794
"Bites - Leisure Inn",Gurgaon,1400,795
"The Grills King",Gurgaon,1400,796
"Caffe Tonino",Gurgaon,1400,797
Sasuraal,Gurgaon,1400,798
"Backyard Underground",Gurgaon,1400,799
Barcelos,Gurgaon,1400,800
"Terra Mayaa Restaurant and Lounge",Guwahati,1400,801
"Brooklyn Blues",Guwahati,1400,802
"Dock Forty Five",Hyderabad,1400,803
"Sahib涯퍀 Barbeque by Ohri涯퍀",Hyderabad,1400,804
"Mamu's Infusion",Jaipur,1400,805
"Barbeque Nation",Kanpur,1400,806
"Asia Kitchen by Mainland China",Kolkata,1400,807
"Gabbar's Bar & Kitchen",Kolkata,1400,808
"Indian Summer",Ludhiana,1400,809
"Bistro 226",Ludhiana,1400,810
"Barbeque Nation",Ludhiana,1400,811
Diggin,"New Delhi",1400,812
"The Sky High","New Delhi",1400,813
Moksha,"New Delhi",1400,814
"Caffe Tonino","New Delhi",1400,815
"Desi Vibes","New Delhi",1400,816
"Mother India","New Delhi",1400,817
"Oh My God","New Delhi",1400,818
"The Luggage Room Kitchen And Bar","New Delhi",1400,819
"House of Commons","New Delhi",1400,820
"Meraki Cafe & Bar","New Delhi",1400,821
Indi-QUE,"New Delhi",1400,822
"Gastronomica Kitchen & Bar","New Delhi",1400,823
"Roadhouse Cafe","New Delhi",1400,824
"Coast Cafe","New Delhi",1400,825
"The Destination","New Delhi",1400,826
"Three Tuns","New Delhi",1400,827
"La Vie","New Delhi",1400,828
"Oh! Calcutta","New Delhi",1400,829
"Sura Vie","New Delhi",1400,830
"Themis Barbecue House","New Delhi",1400,831
"The Gem Bar & Restaurant","New Delhi",1400,832
Locale,"New Delhi",1400,833
"Cafe Blue Tomato","New Delhi",1400,834
"Kopper Kadai","New Delhi",1400,835
"Cafe Foto Club","New Delhi",1400,836
"The Junkyard Caf刺","New Delhi",1400,837
"AMPM Caf刺 & Bar","New Delhi",1400,838
"Caffe 9","New Delhi",1400,839
"Platinum Lounge","New Delhi",1400,840
"Chi Asian Cookhouse",Noida,1400,841
"Chawla's 2",Noida,1400,842
"Moti Mahal Deluxe Advant",Noida,1400,843
"The Fizz",Noida,1400,844
"Walk In The Woods",Noida,1400,845
Xiian,Noida,1400,846
"Desi Vibes",Noida,1400,847
"Chawla's 2",Noida,1400,848
"Mainland China",Patna,1400,849
"Le Club",Puducherry,1400,850
"Mineority By Saby",Pune,1400,851
"Leonardo Italian Mediterranean Dining",Surat,1400,852
"Flying Spaghetti Monster",Vizag,1400,853
"Desee Dakshin Coastal Cafe","New Delhi",1350,854
Smaaash,Noida,1350,855
"Baby Dragon Bar & Restaurant",Noida,1350,856
"The Spice Room",Gurgaon,1350,857
"Castle 9","New Delhi",1350,858
"Route 04","New Delhi",1350,859
Fitoor,"New Delhi",1350,860
"Cafe Southall","New Delhi",1350,861
"Sultans of Spice",Bangalore,1300,862
"Three Dots & A Dash",Bangalore,1300,863
"Barbeque Nation",Chandigarh,1300,864
"Yo! China",Faridabad,1300,865
"Souza Lobo",Goa,1300,866
"Mosaic - Country Inn & Suites By Carlson",Gurgaon,1300,867
Bunker,Gurgaon,1300,868
SodaBottleOpenerWala,Gurgaon,1300,869
"Sushi Haus",Gurgaon,1300,870
"Cafe Soul Garden",Gurgaon,1300,871
"Citron - Hotel Haut.Monde",Gurgaon,1300,872
"Orange Chopsticks",Gurgaon,1300,873
"Woods Spice",Gurgaon,1300,874
"The Woking Mama",Guwahati,1300,875
KYRO,Indore,1300,876
"On The House",Jaipur,1300,877
"Underdoggs Sports Bar & Grill",Lucknow,1300,878
"Pirates Of Grill",Ludhiana,1300,879
"Ashoka Restaurant",Nagpur,1300,880
"Bell Pepperz","New Delhi",1300,881
Invitation,"New Delhi",1300,882
"Asia Kitchen","New Delhi",1300,883
"Yo! China","New Delhi",1300,884
"Cafe Cruise","New Delhi",1300,885
"Attitude Kitchen & Bar","New Delhi",1300,886
"Garam Dharam","New Delhi",1300,887
"Indian Grill Company","New Delhi",1300,888
"Smoke On Water","New Delhi",1300,889
"Yo! China","New Delhi",1300,890
"Yeti - The Himalayan Kitchen","New Delhi",1300,891
"Gola Northend","New Delhi",1300,892
"Dzukou Tribal Kitchen","New Delhi",1300,893
"Rang De Basanti Urban Dhaba","New Delhi",1300,894
"The Pindi","New Delhi",1300,895
Khidmat,"New Delhi",1300,896
"Spice Grill","New Delhi",1300,897
"The Barbeque Company","New Delhi",1300,898
SodaBottleOpenerWala,"New Delhi",1300,899
"Re Cafe","New Delhi",1300,900
"Allterian By Chanson","New Delhi",1300,901
"Mafia 2.0","New Delhi",1300,902
"Pind Balluchi","New Delhi",1300,903
"Gola Sizzlers","New Delhi",1300,904
"Band Baaja Baaraat","New Delhi",1300,905
"Garam Dharam","New Delhi",1300,906
"The Royal Turban","New Delhi",1300,907
"Lights Camera Action - Air Bar","New Delhi",1300,908
"Spotlight Bistro & Bar","New Delhi",1300,909
"The Drunk House","New Delhi",1300,910
Charcoal,"New Delhi",1300,911
"Boheme Bar & Grill","New Delhi",1300,912
Circus,"New Delhi",1300,913
SodaBottleOpenerWala,Noida,1300,914
"Laat Saab",Noida,1300,915
"Indian Diners",Noida,1300,916
"DIOS The Neighbourhood Bistro",Noida,1300,917
"Anchor Bar & Kitchen",Noida,1300,918
"Vinny's Restro Bar",Noida,1300,919
"Kenny Rogers Roasters",Noida,1300,920
"The Chickmunks Express",Noida,1300,921
"Yo! China",Noida,1300,922
"The Caspian",Noida,1300,923
"Kalpak Restaurant & Cafe",Noida,1300,924
"Legends Barbeques",Noida,1300,925
"Yo! China",Noida,1300,926
"La Quello - Mediterranean Kitchen",Vadodara,1300,927
"Mekong - Hotel GreenPark",Vizag,1300,928
"Simply Strawberries By Jagro",Colombo,1300,929
Habibi,"New Delhi",1250,930
"High Street Caf刺","New Delhi",1250,931
"Fat Lulu's","New Delhi",1250,932
Mirror,"New Delhi",1250,933
"The Beer Cafe",Noida,1250,934
"Punjab Grill",Dehradun,1250,935
Circus,Gurgaon,1250,936
Kuuraku,Gurgaon,1250,937
"PitStop BrewPub",Gurgaon,1250,938
"Fat Lulu's",Gurgaon,1250,939
"The Beer Cafe - BIGGIE","New Delhi",1250,940
"The Beer Cafe","New Delhi",1250,941
"New Minar","New Delhi",1250,942
"The Beer Cafe","New Delhi",1250,943
"Bemisaal Reloaded","New Delhi",1250,944
"The Beer Cafe","New Delhi",1250,945
"August Moon","New Delhi",1250,946
"Izakaya Kikufuji","Makati City",1200,947
"Balay Dako","Tagaytay City",1200,948
"Yanki Sizzlers",Ahmedabad,1200,949
"The Garden Cafe - The Fern",Ahmedabad,1200,950
"Turquoise Villa",Ahmedabad,1200,951
"The Yellow Chilli",Amritsar,1200,952
Flechazo,Bangalore,1200,953
Communiti,Bangalore,1200,954
"Barbeque Nation",Bhubaneshwar,1200,955
"Pirates of Grill",Chandigarh,1200,956
"Bombay Brasserie",Chennai,1200,957
L'amandier,Chennai,1200,958
"The Cascade Restaurant",Coimbatore,1200,959
"Bird On Tree",Coimbatore,1200,960
"Batlivala & Khanabhoy",Coimbatore,1200,961
"Black Pepper Restaurant",Dehradun,1200,962
Angaar,Faridabad,1200,963
Red,Gurgaon,1200,964
"Pier 38",Gurgaon,1200,965
"Amici Cafe",Gurgaon,1200,966
Nando's,Gurgaon,1200,967
"Knight Rider",Gurgaon,1200,968
"Monster's Cafe",Gurgaon,1200,969
"Greek Food & Beyond",Gurgaon,1200,970
Daawat-e-Kashmir,Gurgaon,1200,971
"Outback Bar and Grill - Leisure Inn",Gurgaon,1200,972
Komachi,Gurgaon,1200,973
"Mini Mahal Delux",Gurgaon,1200,974
"New Town Pastry Shop - Park Plaza",Gurgaon,1200,975
"feel ALIVE",Gurgaon,1200,976
"Sense Of Spirits",Gurgaon,1200,977
"Magadh and Awadh",Gurgaon,1200,978
"The Classroom",Gurgaon,1200,979
"The Toddy Shop",Gurgaon,1200,980
"Mocha Bar",Hyderabad,1200,981
"Prost Brew Pub",Hyderabad,1200,982
Vidorra,Indore,1200,983
"Decked Up By Garden Cafe",Jaipur,1200,984
Hoppipola,Kolkata,1200,985
"Spice Kraft",Kolkata,1200,986
"Mumbai Local",Kolkata,1200,987
"Spice Caves",Lucknow,1200,988
Nando's,Ludhiana,1200,989
"The Yellow Chilli",Ludhiana,1200,990
"R' ADDA",Mumbai,1200,991
"Purple Haze",Mysore,1200,992
"The Zuree Urban Kitchen",Nagpur,1200,993
"Nariyal Cafe","New Delhi",1200,994
"Smelling Salts","New Delhi",1200,995
"Seasonings - The Spice Mysteries","New Delhi",1200,996
"High Street Kitchen & Bar","New Delhi",1200,997
"Wazwaan Restaurant","New Delhi",1200,998
"Metro Grill","New Delhi",1200,999
Embassy,"New Delhi",1200,1000
1UP,"New Delhi",1200,1001
"Cafe Hawkers","New Delhi",1200,1002
"Cafe Public Connection","New Delhi",1200,1003
FLYP@MTV,"New Delhi",1200,1004
"Jungle Jamboree","New Delhi",1200,1005
"Lady Baga","New Delhi",1200,1006
Nando's,"New Delhi",1200,1007
"Taste of China","New Delhi",1200,1008
"Teddy Boy","New Delhi",1200,1009
"Fa Yian","New Delhi",1200,1010
"Piali - The Curry Bistro","New Delhi",1200,1011
"Aka Saka","New Delhi",1200,1012
"Amici Cafe","New Delhi",1200,1013
"Moets Oh! Bao","New Delhi",1200,1014
"Chutneez Ishtyle Bar and Dining","New Delhi",1200,1015
"The Barley House","New Delhi",1200,1016
"Dilli Darbar","New Delhi",1200,1017
"The Beer Cafe","New Delhi",1200,1018
Nando's,"New Delhi",1200,1019
"Mini Mughal","New Delhi",1200,1020
"Chhalava - ?_Lava","New Delhi",1200,1021
"Cress Bistro","New Delhi",1200,1022
"Nagaland's Kitchen","New Delhi",1200,1023
"The Clay Oven","New Delhi",1200,1024
"Feng Shuii","New Delhi",1200,1025
"The Junction","New Delhi",1200,1026
"My Bar Grill","New Delhi",1200,1027
"High5 Cafe & Bar","New Delhi",1200,1028
"Maison Des Desserts","New Delhi",1200,1029
Masha,"New Delhi",1200,1030
"Chutneez Restaurant Lounge & Bar","New Delhi",1200,1031
"Fabelle Chocolate Boutique - ITC Maurya","New Delhi",1200,1032
"The Barbeque Company","New Delhi",1200,1033
"Bunta Bar","New Delhi",1200,1034
Informal,"New Delhi",1200,1035
"Office Office","New Delhi",1200,1036
"Elements - Mapple Express","New Delhi",1200,1037
"Filmy Cafe & Bar","New Delhi",1200,1038
"Amici Cafe","New Delhi",1200,1039
"Mr. Choy","New Delhi",1200,1040
"Copper Restro Bar","New Delhi",1200,1041
"Rain Tree Grill","New Delhi",1200,1042
"Above & Beyond","New Delhi",1200,1043
"Firangi Island","New Delhi",1200,1044
"Aromas of Pind","New Delhi",1200,1045
"Moets Curry Pot","New Delhi",1200,1046
Victoria,"New Delhi",1200,1047
"Great Wall","New Delhi",1200,1048
Madaari,"New Delhi",1200,1049
"The Beer Cafe","New Delhi",1200,1050
"Pacific Asia","New Delhi",1200,1051
Sinciti,"New Delhi",1200,1052
Ichiban,"New Delhi",1200,1053
"Veg Gulati","New Delhi",1200,1054
24x7,"New Delhi",1200,1055
"Cafe Lota","New Delhi",1200,1056
"Moti Mahal Delux","New Delhi",1200,1057
"Soo Yung by the backyard","New Delhi",1200,1058
"Drinks At Stake - Bar Exchange","New Delhi",1200,1059
"Yo! China","New Delhi",1200,1060
"The Coffee Shop","New Delhi",1200,1061
"Lanterns Kitchen & Bar","New Delhi",1200,1062
"IKKA - The Ace Bar","New Delhi",1200,1063
"The Masterpiece Cafe","New Delhi",1200,1064
"Kalol- Bar Te Kitchen","New Delhi",1200,1065
"The Headquarter","New Delhi",1200,1066
"Cafe Hashtag LoL","New Delhi",1200,1067
"Turn Up","New Delhi",1200,1068
"Le ROFL","New Delhi",1200,1069
"Princess Garden","New Delhi",1200,1070
"3 Pegs Down","New Delhi",1200,1071
"4 Barrels Caf刺 & Lounge","New Delhi",1200,1072
"Chutneez Restaurant Lounge & Bar","New Delhi",1200,1073
"Rocking Woods","New Delhi",1200,1074
"Pearls Regency",Noida,1200,1075
"Aim Cafe And Restaurant",Noida,1200,1076
"Vivino - Hotel Golf View",Noida,1200,1077
"Jungle Jamboree",Noida,1200,1078
"Basil Tree",Noida,1200,1079
Karim's,Noida,1200,1080
"Bikanervala Bliss",Noida,1200,1081
"Punjabi Pakwaan",Noida,1200,1082
"Ristorante Prego",Noida,1200,1083
"Moti Mahal Delux Tandoori Trail",Noida,1200,1084
"The Punjabiis Restro Bar",Noida,1200,1085
"17 Degrees",Patna,1200,1086
"Spice Route",Puducherry,1200,1087
"Rendezvous Cafe Restaurant",Puducherry,1200,1088
"Teddy Boy",Pune,1200,1089
"Agent Jack's Bar",Pune,1200,1090
Meraki,Vadodara,1200,1091
"Tequila Express","New Delhi",1150,1092
"Raasa The Luxuriate Fine Dine","New Delhi",1150,1093
"Le Petit Souffle","Makati City",1100,1094
Locavore,"Pasig City",1100,1095
"The Charcoal Chimney",Agra,1100,1096
"Ciclo Cafe",Chennai,1100,1097
Berco's,Faridabad,1100,1098
"Burger Factory",Goa,1100,1099
"St. Anthony's",Goa,1100,1100
"The Fisherman's Wharf",Goa,1100,1101
"The Fisherman's Wharf",Goa,1100,1102
"Not Just Paranthas",Gurgaon,1100,1103
IZU,Gurgaon,1100,1104
"Coffee & Chai Co.",Gurgaon,1100,1105
"Not Just Paranthas",Gurgaon,1100,1106
"Biryani Art",Gurgaon,1100,1107
"Flying Tuk Tuk",Gurgaon,1100,1108
"Biryani Art",Gurgaon,1100,1109
"Cafe Sante",Gurgaon,1100,1110
"United Kitchens of India",Hyderabad,1100,1111
"The Grand Trunk Road",Hyderabad,1100,1112
"The Yellow Chilli",Indore,1100,1113
"The Urban Terrace",Lucknow,1100,1114
"Royal Sky",Lucknow,1100,1115
"Belfrance Luxury Chocolates",Ludhiana,1100,1116
"Grandmama's Cafe",Mumbai,1100,1117
FSB,Nagpur,1100,1118
"Barbeque Ville",Nashik,1100,1119
"Soul Curry - Bellagio","New Delhi",1100,1120
Nirula's,"New Delhi",1100,1121
"The Immigrant Cafe","New Delhi",1100,1122
Berco's,"New Delhi",1100,1123
Blues,"New Delhi",1100,1124
"Playboy Cafe","New Delhi",1100,1125
"Punjabi By Nature","New Delhi",1100,1126
"Moti Mahal","New Delhi",1100,1127
"Shooters Lounge and Bar","New Delhi",1100,1128
"Forty 3 East","New Delhi",1100,1129
"Rice Bowl","New Delhi",1100,1130
"Jon's head Grill","New Delhi",1100,1131
Chungwa,"New Delhi",1100,1132
"Not Just Paranthas","New Delhi",1100,1133
"The Mashup","New Delhi",1100,1134
"Cosy Restaurant","New Delhi",1100,1135
"Thugs - Hotel Broadway","New Delhi",1100,1136
"The Zest","New Delhi",1100,1137
"Boheme Cafe Bar","New Delhi",1100,1138
"R1 Lounge","New Delhi",1100,1139
"Amaze Dining","New Delhi",1100,1140
D'Casa,"New Delhi",1100,1141
"Turtle Bay","New Delhi",1100,1142
"Caravan Resto Bar","New Delhi",1100,1143
Berco's,"New Delhi",1100,1144
Berco's,"New Delhi",1100,1145
"Picasso Roof Top","New Delhi",1100,1146
Berco's,"New Delhi",1100,1147
"Cheers Lounge Bar","New Delhi",1100,1148
